Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10,Subect or unit objective 1,Subect or unit objective 2,Subect or unit objective 3,Subect or unit objective 4,Subect or unit objective 5,Subect or unit objective 6,Subect or unit objective 7,Subect or unit objective 8,Subect or unit objective 9,Subect or unit objective 10
CERTII,TAFE SA,Elizabeth,Certificate II in Electrotechnology (Career Start),Building and Construction,"$6,935",,AUD,Year,3,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00420.aspx?S=AWD&Y=2021,English,A,"This course opens the door to careers in the high-tech Electrotechnology Industry, which is essential for today’s energy dependent lifestyle.
The growing industry requires qualified tradespersons in the areas of domestic and commercial electrical installations; electrical power generation and distribution; telecommunications and security systems; air-conditioning and refrigeration; instrumentation and process control; renewable and sustainable energy and electric vehicles and rail transport.
You will learn the fundamental electrical knowledge and skills to be work ready. It also provides a pathway to those who are wanting to gain an apprenticeship as an Electrician. If an apprenticeship is obtained many of the units are transferable to Certificate III in Electrotechnology.
The Electrotechnology industry highly regard this course as a benchmark for applying for apprenticeships with major South Australian electrical companies.","This course is regarded by industry as an essential pre-apprentice course for those seeking a career within the Electrical industry. Students gain skills suited to careers across a wide range of sectors within the Electrotechnology industry. Careers include; Electrical worker, Linesperson, Renewable energy technician, Instrumentation or Automation and Control technicians.",Australia,Yes,Yes,,Yes,Yes,"
Completion of the Core Skills Profile for Adults (CSPA)
",Normal,No,Apply environmentally and sustainable procedures in the energy sector,"Apply Occupational Health and Safety regulations, codes and practices in the workplace",Carry out routine work activities in an energy sector environment,"Identify and select components, accessories and materials for energy sector work activities",Solve problems in d.c. circuits,Use of routine equipment_plant_technologies in an energy sector environment,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Tonsley,Certificate IV in Electrical - Instrumentation,Building and Construction,"$23,360",,AUD,Year,18,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00424.aspx?S=AWD&Y=2021,English,A,"This course provides competencies to select, install, commission, fault find and maintain electrical instrumentation and process control equipment.","Instrumentation engineer, Electrical technician, E&I maintenance supervisor.",Australia,Yes,Yes,,Yes,Yes,You must hold a current unrestricted electrical license issued by an Australian State or Territory OR be employed in a current electrical  Contract of Training and provide evidence before enrolling,Normal,No,"Apply Occupational Health and Safety regulations, codes and practices in the workplace","Arrange circuits, control and protection for general electrical installations",Compile and produce an energy sector detailed report,Develop and connect electrical control circuits,Document and apply measures to control OHS risks associated with electrotechnology work,"Fabricate, assemble and dismantle utilities industry components",Fix and secure electrotechnology equipment,Implement and monitor energy sector environmental and sustainable policies and procedures,Implement and monitor energy sector OHS policies and procedures,"Install appliances, switchgear and associated accessories for low voltage electrical installations",,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Tonsley,Diploma of Electrical Engineering,Building and Construction,"$30,912",,AUD,Year,36,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00430.aspx?S=AWD&Y=2021,English,A,"This qualification provides competencies to develop, select, commission, maintain and diagnose faults/malfunctions on advanced electrical equipment and systems.",Electrical Engineering Technician.,Australia,Yes,Yes,,Yes,Yes,You must hold a current unrestricted electrical license issued by an Australian State or Territory OR be employed in a current electrical  Contract of Training and provide evidence before an offer can be made,Normal,No,"Apply Occupational Health and Safety regulations, codes and practices in the workplace","Arrange circuits, control and protection for general electrical installations",Compile and produce an energy sector detailed report,Develop and connect electrical control circuits,Develop strategies to address environmental and sustainability issues in the energy sector,Document and apply measures to control OHS risks associated with electrotechnology work,"Fabricate, assemble and dismantle utilities industry components",Fix and secure electrotechnology equipment,Implement and monitor energy sector OHS policies and procedures,"Install appliances, switchgear and associated accessories for low voltage electrical installations",,,,,,,,,,,,,,,,,,,,
,TAFE SA,Tonsley,Associate Degree in Electrical Engineering,Building and Construction,"$24,511",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_AC00079.aspx?S=HIGHED&Y=2021,English,A,"Electrical Engineering deals with the generation, distribution, and use of electric power. This includes generators, motors, transformers, batteries and renewable energy systems. The electrical industry is one of South Australia’s major employers and one of the State’s growth areas.","Electrical Engineering deals with the generation, distribution, and use of electric power. This includes generators, motors, transformers, batteries and renewable energy systems. The Associate Degree in Electrical Engineering was developed by TAFE SA to respond to the workforce development needs of the electrical industry in South Australia. The electrical industry is one of South Australia’s major employers – and one of the State’s growth areas. The employment opportunities for the graduates of this course are in a range of industries, including electricity generation and distribution, production line processing, mining and other industrial and commercial industries. Your work may involve overseeing the condition of electrical equipment, maintain and commissioning electrical equipment or work alongside engineers to design and prototype advanced electrical technology.",Australia,Yes,Yes,,Yes,Yes,Certificate III or higher in an Engineering related area,Normal,No,Basic Electrical Circuits,Computing for Engineering,Electrical Drawing,Electrical Engineering Practice,Electrical Engineering Project,Electrical Machines,Electronic Circuits,Engineering Science,Exposure to Engineering Practice,Introduction to Electrical Energy Equipment,,,,,,,,,,,,,,,,,,,,
BA,TAFE SA,Tonsley,Associate Degree in Electrical Engineering /Bachelor of Engineering (Honours) (Electrical and Electronic) - University of Adelaide Pathway,Building and Construction,"$24,871",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP10019.aspx?S=HIGHED&Y=2021,English,A,"Electrical Engineering deals with the generation, distribution, and use of electric power. This includes generators, motors, transformers, batteries and renewable energy systems. The electrical industry is one of South Australia’s major employers and one of the State’s growth areas.","Electrical Engineering deals with the generation, distribution, and use of electric power. This includes generators, motors, transformers, batteries and renewable energy systems. The Associate Degree in Electrical Engineering was developed by TAFE SA to respond to the workforce development needs of the electrical industry in South Australia. The electrical industry is one of South Australia’s major employers – and one of the State’s growth areas. The employment opportunities for the graduates of this course are in a range of industries, including electricity generation and distribution, production line processing, mining and other industrial and commercial industries. Your work may involve overseeing the condition of electrical equipment, maintain and commissioning electrical equipment or work alongside engineers to design and prototype advanced electrical technology.",Australia,Yes,Yes,,Yes,Yes,Certificate III or higher in an Engineering related area,Normal,No,"

","

","

","

",,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Advanced PLCs,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T082058886.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Basic Programmable Logic Controllers (PLC 1),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T789821420.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Data Communications - ACMA 'Open' Cabling Provider – Skill Set UEESS00048,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T428863269.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Low Voltage Rescue and Resuscitation (LVR/CPR),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T612030940.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Solar Accreditation Training - Grid Design,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T739743206.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Solar Accreditation Training - Grid Install,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T739724494.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Solar Accreditation Training - Grid Install and Design,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T739619062.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
